pays,ville,coordonnesgroup
États-Unis,Maynard,Point(-91.878333333 42.774444444) | Point(-95.468888888 44.906944444)
États-Unis,McCall,Point(-116.10306 44.91083)
États-Unis,Milano,Point(-96.86333 30.70917)
États-Unis,Milo,Point(-93.44 41.288333333)
États-Unis,Northwest,Point(-78.152777777 34.309444444)
États-Unis,Robinson,Point(-97.1194 31.4706) | Point(-87.7389 39.0061) | Point(-99.779166666 47.143055555) | Point(-95.4106 39.8164)
États-Unis,Roscoe,Point(-100.539 32.4458) | Point(-99.336666666 45.450277777) | Point(-94.638055555 45.4325)
États-Unis,San Carlos,Point(-122.263333333 37.499166666)
États-Unis,Selby,Point(-100.031388888 45.505555555)
États-Unis,Solana Beach,Point(-117.260277777 32.995277777)
États-Unis,Sylvania,Point(-81.6397 32.7503) | Point(-83.7033 41.7114)
États-Unis,Wheatland,Point(-90.839444444 41.832777777) | Point(-93.4031 37.9433) | Point(-121.423055555 39.01)
États-Unis,Wheelwright,Point(-82.7192 37.3314)
États-Unis,Woodlake,Point(-119.099444444 36.416388888)
États-Unis,Adair Village,Point(-123.217777777 44.673611111)
États-Unis,Parkers Crossroads,Point(-88.389444444 35.781666666)
États-Unis,Westwego,Point(-90.1431 29.9031)
États-Unis,Corte Madera,Point(-122.5275 37.925555555)
États-Unis,East Gull Lake,Point(-94.355833333 46.408055555)
États-Unis,East Palo Alto,Point(-122.13 37.47)
États-Unis,East Tawakoni,Point(-95.9442 32.9031)
États-Unis,Elizabeth City,Point(-76.225 36.295555555)
États-Unis,Flagler Beach,Point(-81.126944444 29.474166666)
États-Unis,Floresville,Point(-98.161694444 29.139805555)
États-Unis,Forsan,Point(-101.366 32.1094)
États-Unis,Hallandale Beach,Point(-80.146111111 25.986666666)
États-Unis,Jacinto City,Point(-95.240277777 29.765555555)
États-Unis,Key Colony Beach,Point(-81.018055555 24.724444444)
États-Unis,Krugerville,Point(-96.9908 33.2819)
États-Unis,La Pine,Point(-121.528055555 43.719166666)
États-Unis,La Verne,Point(-117.771388888 34.114444444)
États-Unis,Leon Valley,Point(-98.6125 29.498333333)
États-Unis,Lighthouse Point,Point(-80.089444444 26.274722222)
États-Unis,Lynn Haven,Point(-85.648055555 30.239722222)
États-Unis,Melcher-Dallas,Point(-93.241388888 41.225)
États-Unis,Mobile City,Point(-96.41111 32.9225)
États-Unis,Nappanee,Point(-85.999444444 41.444166666)
États-Unis,Newnan,Point(-84.788611111 33.376388888)
États-Unis,North Ridgeville,Point(-82.0047 41.3894)
États-Unis,Orchard clinic,Point(-95.9689 29.6019)
États-Unis,Progreso Lakes,Point(-97.9614 26.0733)
États-Unis,Sauk Rapids,Point(-94.163888888 45.592777777)
États-Unis,Seven Points,Point(-96.2131 32.3331)
États-Unis,South Portland,Point(-70.272777777 43.631666666)
États-Unis,Stevens Point,Point(-89.560321 44.523036)
États-Unis,Strongsville,Point(-81.831944444 41.312777777)
États-Unis,Toppenish,Point(-120.311944444 46.378888888)
États-Unis,Warren City,Point(-94.9025 32.5536)
États-Unis,Yazoo City,Point(-90.4075 32.856388888)
États-Unis,Adelaide,Point(-84.1486 31.2669)
États-Unis,Aitkin,Point(-93.710277777 46.533055555)
États-Unis,Alleman,Point(-93.61083 41.81889)
États-Unis,Almont,Point(-101.506388888 46.727222222)
États-Unis,Altamont,Point(-88.74861 39.06) | Point(-95.29333 37.18972)
États-Unis,Alvin,Point(-95.27139 29.39361)
États-Unis,Anthon,Point(-95.866388888 42.387777777)
États-Unis,Appleby,Point(-94.6075 31.71778)
États-Unis,Asbury,Point(-90.763333333 42.515555555) | Point(-94.6033 37.2747)
États-Unis,Baring,Point(-92.2067 40.2439)
États-Unis,Bend,Point(-121.308055555 44.056388888)
États-Unis,Berwyn,Point(-87.7909259 41.8433349)
États-Unis,Bexley,Point(-82.932778 39.964444)
États-Unis,Biscay,Point(-94.275 44.8275)
États-Unis,Blairstown,Point(-92.083333333 41.906944444) | Point(-93.958611111 38.558333333)
États-Unis,Blanco,Point(-98.4222 30.0994)
États-Unis,Bluff City,Point(-82.275049 36.463352) | Point(-97.8753 37.0756)
États-Unis,Boardman,Point(-119.699166666 45.835555555)
États-Unis,Brooklyn Park,Point(-93.356111111 45.094166666)
États-Unis,Calmar,Point(-91.866388888 43.181944444)
États-Unis,Campbellsburg,Point(-85.2044 38.5231)
États-Unis,Carpio,Point(-101.714722222 48.442222222)
États-Unis,Carson City,Point(-84.846388888 43.176944444) | Point(-119.753888888 39.160833333)
États-Unis,Caspian,Point(-88.631388888 46.064166666)
États-Unis,Chattanooga,Point(-85.267222222 35.045555555)
États-Unis,Choctaw,Point(-97.267222222 35.4825)
États-Unis,Church Hill,Point(-82.725472 36.520845)
États-Unis,Clearfield,Point(-94.476388888 40.8) | Point(-112.024166666 41.106388888)
États-Unis,Clontarf,Point(-95.67865 45.37635)
États-Unis,Colman,Point(-96.813333333 43.983611111)
États-Unis,Corunna,Point(-84.117777777 42.981944444)
États-Unis,Crookston,Point(-96.608055555 47.774166666)
États-Unis,Crown Point,Point(-87.356111111 41.421666666)
États-Unis,Crystal Lakes,Point(-94.1847 39.3575)
États-Unis,Deering,Point(-162.718 66.0758) | Point(-101.050833333 48.395277777)
États-Unis,Diagonal,Point(-94.341388888 40.808888888)
États-Unis,Eastport,Point(-67.003888888 44.913611111)
États-Unis,Elbow Lake,Point(-95.976666666 45.994166666)
États-Unis,Elk Point,Point(-96.681666666 42.685555555)
États-Unis,Elkhart,Point(-101.898 37.0031) | Point(-85.9689 41.6831) | Point(-93.525 41.792777777)
États-Unis,Elkhorn,Point(-88.540277777 42.672777777)
États-Unis,Elmwood,Point(-89.9655839 40.7803667)
États-Unis,Elyria,Point(-82.101666666 41.373333333)
États-Unis,Emery,Point(-97.620555555 43.602777777)
États-Unis,Ephrata,Point(-119.548055555 47.316944444)
États-Unis,Fairview Park,Point(-81.8575 41.4417)
États-Unis,Fallon,Point(-118.779 39.4728)
États-Unis,Farley,Point(-91.009444444 42.443888888)
États-Unis,Fontanelle,Point(-94.562222222 41.29)
États-Unis,Fort Mitchell,Point(-84.56 39.0472)
États-Unis,Fostoria,Point(-83.4153 41.1592) | Point(-95.155 43.241666666)
États-Unis,Geddes,Point(-98.698055555 43.253055555)
États-Unis,Glenburn,Point(-101.220833333 48.513055555)
États-Unis,Glenfield,Point(-98.566666666 47.455)
États-Unis,Grand Marais,Point(-90.3331 47.749211111)
États-Unis,Grandville,Point(-85.763055555 42.909722222)
États-Unis,Grass Valley,Point(-121.058333 39.219167) | Point(-120.785555555 45.359166666)
États-Unis,Great Bend,Point(-96.803055555 46.153333333) | Point(-98.7647 38.3644)
États-Unis,Gustine,Point(-120.998888888 37.257777777)
États-Unis,Harrisonburg,Point(-78.8689 38.4494)
États-Unis,Havre,Point(-109.6775 48.545277777)
États-Unis,Hickory Hills,Point(-87.8269 41.7239)
États-Unis,Hometown,Point(-87.7319 41.7306)
États-Unis,Inkster,Point(-83.314166666 42.2925) | Point(-97.644722222 48.151944444)
États-Unis,Irvington,Point(-86.2847 37.8789)
États-Unis,Jacksboro,Point(-98.160833333 33.206666666)
États-Unis,Kenyon,Point(-92.985555555 44.272222222)
États-Unis,Kimball,Point(-103.659444444 41.233611111) | Point(-94.300277777 45.3125) | Point(-98.9575 43.747222222)
États-Unis,Kinston,Point(-77.585 35.270555555)
États-Unis,Krum,Point(-97.2356 33.2647)
États-Unis,Lauderdale,Point(-93.205833333 44.998611111)
États-Unis,Longford,Point(-97.3286 39.1714)
États-Unis,Lorena,Point(-97.2131 31.3825)
États-Unis,Lovington,Point(-103.353611111 32.946388888)
États-Unis,Luray,Point(-98.6914 39.1139)
États-Unis,Lyle,Point(-92.943888888 43.505277777)
États-Unis,Manassas,Point(-82.02111 32.16389) | Point(-77.476396 38.751415)
États-Unis,Mannington,Point(-80.339722222 39.527222222)
États-Unis,Manvel,Point(-95.35611 29.47917) | Point(-97.1775 48.071944444)
États-Unis,Martinsburg,Point(-91.64722 39.10111) | Point(-77.967777777 39.456388888) | Point(-92.251388888 41.178333333)
États-Unis,McRae,Point(-91.822777777 35.114166666) | Point(-82.89806 32.06444)
États-Unis,Menlo,Point(-94.405277777 41.5225) | Point(-85.47583 34.48472) | Point(-100.72417 39.35611)
États-Unis,Midvale,Point(-111.888333333 40.613888888) | Point(-116.734 44.4706)
États-Unis,Minneola,Point(-81.746944444 28.578055555) | Point(-100.01417 37.44111)
États-Unis,Moriarty,Point(-106.04667 34.99972)
États-Unis,Mound City,Point(-95.2308 40.1347) | Point(-89.1629306 37.0852727) | Point(-94.8122 38.1419)
États-Unis,Mount Ayr,Point(-94.2369 40.7142)
États-Unis,Mountain Park,Point(-84.4136 34.0828)
États-Unis,Mystic,Point(-92.945 40.778611111)
États-Unis,Nanticoke,Point(-75.9992 41.1994)
États-Unis,Nelsonville,Point(-82.2256 39.4553)
États-Unis,Neola,Point(-95.6175 41.450833333)
États-Unis,Neosho,Point(-94.376388888 36.855555555)
États-Unis,New Auburn,Point(-94.23055556 44.67277778)
États-Unis,New Cambria,Point(-92.7514 39.7767) | Point(-97.5058 38.8786)
États-Unis,New Franklin,Point(-92.7383 39.0161) | Point(-81.5392 40.9508)
États-Unis,Nickerson,Point(-98.0842 38.1486)
États-Unis,Oak Grove,Point(-94.1282829 39.0077936) | Point(-87.4194 36.6583) | Point(-93.326944444 45.340833333)
États-Unis,Oak Harbor,Point(-122.658611111 48.295)
États-Unis,Ocean Shores,Point(-124.155 46.9717)
États-Unis,Olin,Point(-91.14 41.9975)
États-Unis,Paynesville,Point(-94.71195 45.38052)
États-Unis,Pembina,Point(-97.245277777 48.966388888)
États-Unis,Pittsburgh,Point(-80.0 40.441666666)
États-Unis,Pittston,Point(-75.7889 41.3239)
États-Unis,Pomeroy,Point(-94.683611111 42.548333333) | Point(-117.598055555 46.473333333)
États-Unis,Porterville,Point(-119.0275 36.068611111)
États-Unis,Provo,Point(-111.660833333 40.244444444)
États-Unis,Punta Gorda,Point(-82.047777777 26.915833333)
États-Unis,Rake,Point(-93.919444444 43.483333333)
États-Unis,Redfield,Point(-94.8808 37.8364) | Point(-94.195277777 41.591111111) | Point(-92.183194444 34.445083333) | Point(-98.517777777 44.875277777)
États-Unis,Renton,Point(-122.195277777 47.486666666)
États-Unis,Rice Lake,Point(-92.12 46.879166666) | Point(-91.738888888 45.498333333)
États-Unis,Richmond Hill,Point(-81.3136 31.9381)
États-Unis,Rio Vista,Point(-97.3772 32.2378) | Point(-121.695833333 38.163888888)
États-Unis,Rose Hill,Point(-92.463055555 41.321388888) | Point(-97.1336 37.5681)
États-Unis,Roseau,Point(-95.762777777 48.846111111)
États-Unis,Ryder,Point(-101.673611111 47.917222222)
États-Unis,Saint Helens,Point(-122.816944444 45.859444444)
États-Unis,San Saba,Point(-98.725 31.1953)
États-Unis,Scott City,Point(-89.5242 37.2186) | Point(-100.908 38.4797)
États-Unis,Seabrook,Point(-95.0225 29.568611111)
États-Unis,Sharon Springs,Point(-101.751 38.8956)
États-Unis,Skidmore,Point(-95.0789 40.2886)
États-Unis,South Shore,Point(-82.9636 38.7217)
États-Unis,Spring Grove,Point(-91.636111111 43.561111111)
États-Unis,St. Stephen,Point(-94.27444 45.70274)
États-Unis,Stevenson,Point(-121.888333333 45.696111111) | Point(-85.831829 34.869442)
États-Unis,Titusville,Point(-80.82 28.591111111) | Point(-79.67336727 41.627086966)
États-Unis,Tucson,Point(-110.926388888 32.221666666)
États-Unis,Unadilla,Point(-83.7367 32.2597)
États-Unis,Vidor,Point(-93.996388888 30.131388888)
États-Unis,Warden,Point(-119.043055555 46.966388888)
États-Unis,Wellston,Point(-90.2922 38.6728) | Point(-82.5342 39.1197)
États-Unis,Wendell,Point(-114.703 42.7761) | Point(-96.101111111 46.035555555)
États-Unis,West Branch,Point(-84.235277777 44.275555555) | Point(-91.345833333 41.673055555)
États-Unis,Wheatley,Point(-91.108611111 34.914722222)
États-Unis,Whittemore,Point(-94.422777777 43.063055555) | Point(-83.803055555 44.233611111)
États-Unis,Whitwell,Point(-85.519166666 35.1975)
États-Unis,Wildwood,Point(-82.038611111 28.858611111) | Point(-74.82 38.988888888) | Point(-85.5742 38.2506)
États-Unis,Windsor Heights,Point(-93.7111 41.6047)
États-Unis,Winnsboro,Point(-95.29 32.9575) | Point(-91.7233 32.1633)
États-Unis,Woodworth,Point(-99.304166666 47.142222222)
États-Unis,Clarkesville,Point(-83.525 34.6106)
États-Unis,Dycusburg,Point(-88.185 37.16)
États-Unis,Ronceverte,Point(-80.47 37.748333333)
États-Unis,Gas City,Point(-85.605555555 40.488055555)
États-Unis,Irwinton,Point(-83.1767 32.8119)
États-Unis,Mossyrock,Point(-122.484166666 46.529722222)
États-Unis,Munising,Point(-86.647777777 46.411111111)
États-Unis,Saint Clair Shores,Point(-82.900277777 42.495555555)
États-Unis,Saint Augustine,Point(-81.314444444 29.894722222)
États-Unis,Agency,Point(-92.3075 40.995555555)
États-Unis,Ashburn,Point(-83.6539 31.7044)
États-Unis,Brashear,Point(-92.3775 40.1478)
États-Unis,Buckhorn,Point(-83.4711 37.3458)
États-Unis,Clawson,Point(-83.146388888 42.533333333)
États-Unis,Colfax,Point(-93.244444444 41.675833333) | Point(-117.363611111 46.884166666) | Point(-96.875555555 46.47) | Point(-120.953888888 39.097222222)
États-Unis,De Graff,Point(-95.467777777 45.263333333)
États-Unis,Donnellson,Point(-91.565 40.643333333)
États-Unis,Edmonds,Point(-122.346666666 47.806944444)
États-Unis,Gladwin,Point(-84.486388888 43.980833333)
États-Unis,Hallettsville,Point(-96.940833333 29.445277777)
États-Unis,Hamer,Point(-112.198 43.9172)
États-Unis,Hayti,Point(-89.7486 36.2336)
États-Unis,Hecla,Point(-98.151944444 45.881944444)
États-Unis,Hoopeston,Point(-87.668333333 40.467222222)
États-Unis,Lacey,Point(-122.807222222 47.026388888)
États-Unis,Menard,Point(-99.78444 30.91944)
États-Unis,Port Neches,Point(-93.9603 29.9808)
États-Unis,Purvis,Point(-89.4078 31.1425)
États-Unis,Ridgefield,Point(-122.727777777 45.815277777)
États-Unis,St. Francisville,Point(-87.6474747 38.591864)
États-Unis,Sycamore,Point(-88.6812363 41.994998) | Point(-85.5606 38.2469) | Point(-83.6339 31.6708)
États-Unis,Towner,Point(-100.406111111 48.345277777)
États-Unis,Tripp,Point(-97.965277777 43.225)
États-Unis,Tustin,Point(-117.813611111 33.739722222)
États-Unis,Vader,Point(-122.958055555 46.401388888)
États-Unis,Vineland,Point(-74.9971 39.465)
États-Unis,Witt,Point(-89.3511 39.2544)
États-Unis,Wray,Point(-102.226 40.0767)
États-Unis,Ventnor City,Point(-74.481944444 39.342222222)
États-Unis,Branson,Point(-93.255 36.637777777)
États-Unis,Jonesburg,Point(-91.31 38.855)
États-Unis,Lawrenceburg,Point(-84.857777777 39.096111111) | Point(-84.8961 38.0314) | Point(-87.334444444 35.243611111)
États-Unis,Minnesota Lake,Point(-93.83189 43.8419)
États-Unis,Mosier,Point(-121.396388888 45.683611111)
États-Unis,Ada,Point(-96.668333333 34.763611111) | Point(-96.515277777 47.299722222)
États-Unis,Belfield,Point(-103.198611111 46.886111111)
États-Unis,Bonham,Point(-96.181666666 33.583888888)
États-Unis,Chehalis,Point(-122.963 46.66)
États-Unis,Dawson,Point(-94.221388888 41.843611111) | Point(-84.4408 31.7739) | Point(-99.7525 46.867222222) | Point(-96.054444444 44.932777777)
États-Unis,Elmo,Point(-95.1175 40.5189)
États-Unis,Eureka,Point(-90.645075 38.502736) | Point(-112.116 39.955) | Point(-99.621944444 45.769166666) | Point(-124.163611111 40.801944444) | Point(-89.2753 40.7156) | Point(-96.2925 32.0125) | Point(-96.2894 37.8228)
États-Unis,Hebron,Point(-102.043611111 46.901944444) | Point(-97.586666666 40.168333333)
États-Unis,Joseph,Point(-117.230277777 45.350833333)
États-Unis,Leeds,Point(-86.557388 33.545592) | Point(-99.438888888 48.289444444)
États-Unis,Sinton,Point(-97.5089 28.0347)
États-Unis,Smithfield,Point(-111.828333333 41.835277777) | Point(-85.2558 38.3856)
États-Unis,South Ogden,Point(-111.9575 41.174722222)
États-Unis,Spanish Fork,Point(-111.64 40.104444444)
États-Unis,West Point,Point(-112.088333333 41.121388888) | Point(-91.451666666 40.717222222) | Point(-85.9544 37.9917) | Point(-96.711388888 41.839722222) | Point(-85.173888888 32.876388888) | Point(-88.6525 33.6061)
États-Unis,Pocatello,Point(-112.447277777 42.875222222)
États-Unis,Orchard Lake Village,Point(-83.380277777 42.582222222)
États-Unis,Windy Hills,Point(-85.6378 38.2667)
États-Unis,Worthington Hills,Point(-85.5275 38.3114)
États-Unis,Bear River City,Point(-112.125555555 41.615277777)
États-Unis,Bountiful,Point(-111.871666666 40.879722222)
États-Unis,Broomfield,Point(-105.05 39.933333333)
États-Unis,Carson,Point(-101.566944444 46.420833333) | Point(-95.418427777 41.235744444) | Point(-118.259722222 33.839722222)
États-Unis,Centralia,Point(-92.1364 39.2097) | Point(-89.1325 38.525277777) | Point(-122.961 46.7206) | Point(-96.1311 39.7242) | Point(-90.836111111 42.472222222)
États-Unis,comté de Bibb,Point(-83.7 32.8)
États-Unis,Coral Springs,Point(-80.259166666 26.270555555)
États-Unis,Culver City,Point(-118.401388888 34.008055555)
États-Unis,Dartmouth,Point(-70.969722222 41.614444444)
États-Unis,Daytona Beach,Point(-81.037777777 29.207222222)
États-Unis,Dora,Point(-87.087013 33.729476)
États-Unis,Dorchester,Point(-96.6989 33.5317)
États-Unis,East Carbon,Point(-110.419 39.5425)
États-Unis,Fairfield,Point(-96.1581 31.7219) | Point(-84.542842 39.331156) | Point(-85.3819 37.9325) | Point(-86.916666666 33.476666666) | Point(-122.054166666 38.257777777) | Point(-114.791 43.3461) | Point(-88.3658 38.3803) | Point(-98.105 40.431944444) | Point(-91.965833333 41.007222222)
États-Unis,Fruit Heights,Point(-111.910555555 41.028055555)
États-Unis,Fullerton,Point(-117.928611111 33.88) | Point(-97.970833333 41.363055555) | Point(-98.427777777 46.162777777)
États-Unis,Gainesville,Point(-97.1403 33.6303) | Point(-82.336111111 29.665277777) | Point(-83.8339 34.3044) | Point(-92.4308 36.6036)
États-Unis,Grantsville,Point(-112.465277777 40.595833333)
États-Unis,Idaho Falls,Point(-112.0325 43.491666666)
États-Unis,Marriott-Slaterville,Point(-112.029444444 41.261111111)
États-Unis,Memphis,Point(-89.971111111 35.1175) | Point(-92.16972 40.46083) | Point(-100.54139 34.72667) | Point(-82.768888888 42.896388888)
États-Unis,Millville,Point(-111.817777777 41.684166666) | Point(-91.076111111 42.704166666) | Point(-75.0375 39.39056) | Point(-92.29472222 44.245)
États-Unis,Nordheim,Point(-97.6133 28.9233)
États-Unis,Norton,Point(-81.6439 41.0253) | Point(-82.625 36.9367) | Point(-99.8908 39.8333)
États-Unis,Oceanside,Point(-117.325833333 33.211666666)
États-Unis,Oconto,Point(-87.870555555 44.887777777)
États-Unis,Pleasant View,Point(-111.998333333 41.321666666) | Point(-87.037222222 36.390277777)
États-Unis,San Marcos,Point(-97.938888888 29.879444444) | Point(-117.170277777 33.141944444)
États-Unis,Socorro,Point(-106.899444444 34.061666666) | Point(-106.275 31.6414)
États-Unis,South Weber,Point(-111.930555555 41.131666666)
États-Unis,Speed,Point(-99.4203 39.6769)
États-Unis,Wellington,Point(-80.254166666 26.655) | Point(-110.73 39.5394) | Point(-93.985 39.1333) | Point(-100.214 34.8547) | Point(-85.67 38.2167) | Point(-97.4 37.2672)
États-Unis,Crump,Point(-88.336111111 35.2325)
États-Unis,New Philadelphia,Point(-81.4472 40.4894)
États-Unis,Kadoka,Point(-101.512222222 43.835277777)
États-Unis,Tifton,Point(-83.51 31.463333333)
États-Unis,Twin City,Point(-82.1578 32.5806)
États-Unis,Agra,Point(-99.11944 39.76056)
États-Unis,Algona,Point(-122.254 47.2822) | Point(-94.229722222 43.070277777)
États-Unis,Corvallis,Point(-123.275997222 44.570780555)
États-Unis,Crooks,Point(-96.809166666 43.661388888)
États-Unis,Dunn Center,Point(-102.622777777 47.353333333)
États-Unis,Elizabeth,Point(-96.12923 46.37968) | Point(-74.209166666 40.662222222)
États-Unis,Floodwood,Point(-92.919722222 46.929166666)
États-Unis,Granby,Point(-94.255277777 36.919166666)
États-Unis,Grosse Pointe Farms,Point(-82.900833333 42.405)
États-Unis,Hartford City,Point(-85.3694 40.4525)
États-Unis,Hills and Dales,Point(-85.6239 38.3003)
États-Unis,Hollis,Point(-99.916944444 34.686388888)
États-Unis,Isabel,Point(-98.5514 37.4686)
États-Unis,Maitland,Point(-95.07528 40.20111) | Point(-81.366944444 28.626944444)
États-Unis,Mandeville,Point(-90.07778 30.36917)
États-Unis,New Baltimore,Point(-82.736944444 42.681111111)
États-Unis,Ogema,Point(-95.925 47.102777777)
États-Unis,Ray,Point(-103.166388888 48.345)
États-Unis,Rosendale,Point(-94.8219 40.0417)
États-Unis,Saratoga Springs,Point(-111.903055555 40.328888888) | Point(-73.7825 43.075277777)
États-Unis,Wesley,Point(-93.993055555 43.0875)
États-Unis,Westby,Point(-90.859166666 43.653888888)
États-Unis,Johns Creek,Point(-84.1986 34.0289)
États-Unis,Kotzebue,Point(-162.583333333 66.897222222)
États-Unis,Pembroke Pines,Point(-80.313611111 26.0125)
États-Unis,Santaquin,Point(-111.784444444 39.974722222)
États-Unis,Selawik,Point(-160.014 66.5969)
États-Unis,Dawson Springs,Point(-87.6892 37.1717)
États-Unis,Pateros,Point(-119.9025 48.053333333)
États-Unis,Alexandria,Point(-85.676388888 40.263055555) | Point(-91.4575 40.35972) | Point(-95.377222222 45.885233333) | Point(-84.38917 38.95889) | Point(-92.4592 31.2928) | Point(-77.047222222 38.804722222) | Point(-97.781388888 43.654722222)
États-Unis,Ankeny,Point(-93.604166666 41.726666666)
États-Unis,Baton Rouge,Point(-91.178611111 30.4475)
États-Unis,Chinook,Point(-109.233333333 48.583333333)
États-Unis,Clinton,Point(-90.3217 32.3417) | Point(-87.405833333 39.66) | Point(-92.457777777 35.586388888) | Point(-93.7717 38.37) | Point(-90.2072 41.8469) | Point(-112.053333333 41.139444444) | Point(-88.9592 40.1522) | Point(-78.3289 35.0025) | Point(-98.974166666 35.509444444) | Point(-96.433611111 45.460277777) | Point(-84.128487 36.104772) | Point(-81.875 34.471388888) | Point(-88.9942 36.6669)
États-Unis,Colton,Point(-117.313611111 34.073888888) | Point(-96.927222222 43.7875)
États-Unis,Emma,Point(-93.4939 38.9778)
États-Unis,Etna,Point(-122.896944444 41.457222222)
États-Unis,Hodgenville,Point(-85.738611111 37.571111111)
États-Unis,Hunnewell,Point(-97.4072 37.0044) | Point(-91.8594 39.6669)
États-Unis,Longview,Point(-122.9375 46.14) | Point(-94.7539 32.5092)
États-Unis,Millerton,Point(-93.305555555 40.849166666)
États-Unis,Mission,Point(-98.32111 26.21139) | Point(-94.6561 39.0256) | Point(-100.656388888 43.306666666)
États-Unis,Mosby,Point(-94.3033 39.3142)
États-Unis,Ola,Point(-93.221388888 35.031666666)
États-Unis,Oxford,Point(-85.8386 33.5969) | Point(-91.918888888 36.2175) | Point(-84.746666666 39.5075) | Point(-91.789722222 41.722777777) | Point(-89.5261 34.3597) | Point(-112.02 42.2597) | Point(-97.1697 37.2747) | Point(-78.590833333 36.311944444) | Point(-83.87 33.6242)
États-Unis,Prosser,Point(-119.765555555 46.206944444)
États-Unis,Raeford,Point(-79.2275 34.981666666)
États-Unis,Ramsey,Point(-93.4425 45.260833333)
États-Unis,Saint Joseph,Point(-94.8209825 39.7598565)
États-Unis,Summerfield,Point(-96.3492 39.9964)
États-Unis,Arvada,Point(-105.0874842 39.8027644)
États-Unis,Clearmont,Point(-95.0331 40.5086)
États-Unis,Creve Coeur,Point(-90.4425 38.667222222)
États-Unis,Flatwoods,Point(-82.7194 38.5231)
États-Unis,Knox City,Point(-92.0106 40.1447)
États-Unis,Lone Tree,Point(-104.893 39.5489) | Point(-91.426666666 41.485833333)
États-Unis,Carlos,Point(-95.29226 45.97246)
États-Unis,College,Point(-147.827194 64.848302)
États-Unis,Cosmopolis,Point(-123.773055555 46.955277777)
États-Unis,Garwin,Point(-92.676666666 42.094722222)
États-Unis,Greeley,Point(-91.341666666 42.585) | Point(-104.7 40.416666666) | Point(-95.1264 38.3675)
États-Unis,Gretna,Point(-90.0542 29.9164) | Point(-96.245 41.138888888) | Point(-84.6625 30.615555555)
États-Unis,Logan,Point(-82.4061 39.5392) | Point(-95.79 41.644722222) | Point(-111.830833333 41.737777777) | Point(-81.987777777 37.848333333) | Point(-99.5711 39.6622)
États-Unis,Luana,Point(-91.453333333 43.060833333)
États-Unis,New Rochelle,Point(-73.781944444 40.908611111)
