pays,ville,coordonnesgroup
Algérie,Messaoud Boudjriou,Point(6.4725 36.42444444)
Algérie,Hassi Ben Abdellah,Point(5.46861111 32.02583333)
Algérie,Souaflia,Point(0.333333 35.85)
Algérie,Ouled Sidi Mihoub,Point(0.69166667 35.97388889)
Algérie,Sidi Khettab,Point(0.51666667 35.91666667)
Algérie,Tendla,Point(6.0337687 33.6752114)
Algérie,Bouhadjar,Point(8.1051636 36.5030131)
Algérie,Hassi El Euch,Point(3.24833333 35.15305556)
Algérie,Tebesbest,Point(6.0800743 33.1200129)
Algérie,Assela,Point(-0.083333333 33.016666666)
Algérie,Oued Rhiou,Point(0.91666667 35.96666667)
Algérie,Beni Mouhli,Point(4.91503 36.50739)
Algérie,Oued Nini,Point(7.3 35.66666667)
Algérie,Ouled Gacem,Point(6.66583333 36.03416667)
Algérie,Ouled Riyah,Point(-1.49722222 34.9625)
Algérie,Ouled Tebben,Point(5.10138889 35.81277778)
Algérie,Oultem,Point(4.37306 35.11952)
Algérie,Sidi Lantri,Point(1.40222222 35.70138889)
Algérie,Taouzient,Point(6.808333333 35.511111111)
Algérie,Tinerkouk,Point(0.716666666 29.7)
Algérie,Les Eucalyptus,Point(3.145 36.663888888)
Algérie,Aïn Bouziane,Point(6.75138889 36.59805556)
Algérie,Aïn Kihal,Point(-1.196111111 35.204444444)
Algérie,Aïn Zarit,Point(1.66888889 35.35277778)
Algérie,Badredine El Mokrani,Point(-0.850153 35.008909)
Algérie,Bouskene,Point(3.2362247 36.1911267)
Algérie,Bouzegza Keddara,Point(3.47934 36.62541)
Algérie,Branis,Point(5.775 35.0)
Algérie,El Ghedir,Point(6.97777778 36.68833333)
Algérie,Ferdjioua,Point(5.9457493 36.4089187)
Algérie,Ouled Boudjemaa,Point(-1.1925 35.473055555)
Algérie,Ouled Hellal,Point(2.530555555 35.966666666)
Algérie,Sidi Abdelaziz,Point(6.05 36.85)
Algérie,Sidi Ghiles,Point(2.11666667 36.58333333)
Algérie,Sidi Hamadouche,Point(-0.548888888 35.299166666)
Algérie,Sidi Medjahed,Point(-1.63333333 34.78333333)
Algérie,Tafraoui,Point(-0.516666666 35.483333333)
Algérie,Rechaiga,Point(1.9734192 35.4080802)
Algérie,Safel El Ouiden,Point(7.490277777 35.929166666)
Algérie,Beni Ziki,Point(4.50535 36.56493)
Algérie,Aïn Tolba,Point(-1.248888888 35.248333333)
Algérie,Oued Berkeche,Point(-0.816666666 35.216666666)
Algérie,Tifra,Point(4.69722 36.66639)
Algérie,Sidi Errabia,Point(3.30666667 36.27555556)
Algérie,Sidi Kada,Point(0.35 35.33333333)
Algérie,Sidi Lazreg,Point(0.78333333 35.65)
Algérie,Sidi Rached,Point(2.53333333 36.5625)
Algérie,Tamza,Point(7.0 35.252777777)
Algérie,Taouila,Point(1.8605947 33.8688833)
Algérie,Tassameurt,Point(4.823041 36.2692932)
Algérie,Teghalimet,Point(-0.5600023 34.882833)
Algérie,Tessala El Merdja,Point(2.94708 36.6352)
Algérie,Tienet,Point(-1.838837 35.049462)
Algérie,Belarbi,Point(-0.4567909 35.1514948)
Algérie,Touggourt,Point(6.066666666 33.1)
Algérie,Blida,Point(2.833333333 36.472222222)
Algérie,Aïn El Hadid,Point(0.883333333 35.058055555)
Algérie,Mechraa Safa,Point(1.05333333 35.38388889)
Algérie,El Atteuf,Point(3.74777778 32.4775)
Algérie,Aïn Djasser,Point(6.0012 35.8611)
Algérie,Batna,Point(6.166666666 35.55)
Algérie,Biskra,Point(5.733333333 34.85)
Algérie,El Madher,Point(6.369722222 35.623333333)
Algérie,Menaa,Point(6.0 35.166666666)
Algérie,Seriana,Point(6.18333333 35.68333333)
Algérie,Teniet El Abed,Point(6.190555555 35.246944444)
Algérie,Timgad,Point(6.468666 35.484237) | Point(6.46724 35.4958)
Algérie,Khelil,Point(5.0290775 36.1756433)
Algérie,Mazouna,Point(0.876503 36.125674)
Algérie,Illizi,Point(8.482944444 26.508027777)
Algérie,Jijel,Point(5.766666666 36.820555555)
Algérie,Akbou,Point(4.533333333 36.466666666)
Algérie,Charouine,Point(-0.266666666 29.016666666)
Algérie,Ouzellaguen,Point(4.612777777 36.541944444)
Algérie,Ghardaïa,Point(3.666666666 32.483333333)
Algérie,Tizi Ouzou,Point(4.049722222 36.716944444)
Algérie,Chehaima,Point(1.306601 34.899061)
Algérie,Aïn Touta,Point(5.9 35.38333333)
Algérie,Boulhaf Dir,Point(8.0717 35.4885)
Algérie,Chemora,Point(6.65 35.666666666)
Algérie,Foughala,Point(5.325138888 34.730555555)
Algérie,Ouled Djellal,Point(5.06666667 34.41666667)
Algérie,Sidi Khaled,Point(4.983333333 34.383333333) | Point(-0.71954 35.113) | Point(0.719444 35.1131)
Algérie,Hassi Messaoud,Point(6.066666666 31.7)
Algérie,Treat,Point(7.428055555 36.8975)
Algérie,Djasr Kasentina,Point(3.095277777 36.696944444)
Algérie,Oued Smar,Point(3.172222222 36.703611111)
Algérie,Beni Amrane,Point(3.5922 36.66855)
Algérie,Beni/Aït Yenni,Point(4.2076442 36.5751916)
Algérie,Bordj El Bahri,Point(3.249722222 36.790555555)
Algérie,Boudjellil,Point(4.35 36.33333333)
Algérie,El Guedid,Point(2.615 34.64694444)
Algérie,Inoughissen,Point(6.55 35.305555555)
Algérie,Ksabi,Point(-0.98 29.097777777)
Algérie,Lahmar,Point(-2.258333333 31.931388888)
Algérie,Metarfa,Point(-0.149722222 28.589166666)
Algérie,Oued El Ma,Point(5.994722222 35.645277777)
Algérie,Ouyoun El Assafir,Point(6.379722222 35.521111111)
Algérie,Tala Hamza,Point(5.03755 36.7053)
Algérie,Talkhamt,Point(5.788888888 35.666944444)
Algérie,Reggane,Point(0.166666666 26.7)
Algérie,Hammam N'Bail,Point(7.64361111 36.32583333)
Algérie,Nechmaya,Point(7.51331 36.61149)
Algérie,Khraicia,Point(2.981019 36.6770577) | Point(2.983333333 36.683333333)
Algérie,El Hamma,Point(7.0825 35.46361111)
Algérie,Lambèse,Point(6.255833333 35.488888888)
Algérie,Bir Mokkadem,Point(7.8074 35.37245)
Algérie,Bordj Emir Khaled,Point(2.2056 36.1222)
Algérie,Emir Abdelkader,Point(5.83333333 36.75)
Algérie,M'daourouch,Point(7.8201 36.0759)
Algérie,Hussein Dey,Point(3.1 36.73333333)
Algérie,Sidi Chami,Point(-0.521666666 35.658888888)
Algérie,Sabra,Point(-1.52826 34.8274)
Algérie,Azeffoun,Point(4.420366 36.896096)
Algérie,Khenchela,Point(7.133333333 35.416666666)
Algérie,Tipaza,Point(2.443022222 36.594180555)
Algérie,Aït Aouggacha,Point(4.23249 36.6178)
Algérie,Beni Mellikeche,Point(4.4 36.433333333)
Algérie,Bouteldja,Point(8.1048203 36.5028751)
Algérie,Laghouat,Point(2.865 33.8)
Algérie,Adrar,Point(-0.293888888 27.874166666)
Algérie,El Tarf,Point(8.313611111 36.766944444)
Algérie,Guelma,Point(7.425833333 36.461944444)
Algérie,Kimmel,Point(6.544444444 35.216666666)
Algérie,Oum El Bouaghi,Point(7.115 35.870555555)
Algérie,Souk Ahras,Point(7.951111111 36.286388888)
Algérie,Tamantit,Point(-0.266666666 27.766666666)
Algérie,M'Liliha,Point(3.48333 34.75)
Algérie,In Salah,Point(2.460555555 27.193611111)
Algérie,Asfour,Point(7.9764605 36.6740296)
Algérie,Bendaoud,Point(0.52024 35.71914)
Algérie,Benyahia Abderrahmane,Point(6.0129118 36.2329371)
Algérie,Debdeb,Point(9.423888888 29.9675)
Algérie,Djebabra,Point(3.2705382 36.5841631)
Algérie,El Hachimia,Point(3.83333333 36.23333333)
Algérie,El Madania,Point(3.065 36.742777777)
Algérie,El Matmar,Point(0.46666667 35.73333333)
Algérie,Hammam Melouane,Point(3.045 36.486666666)
Algérie,Khedara,Point(8.317938 36.283859)
Algérie,Mezaourou,Point(-0.6233189 34.8173267)
Algérie,Misserghin,Point(-0.733333333 35.616666666)
Algérie,Mougheul,Point(-2.218055555 32.0225)
Algérie,Oued Ghir,Point(4.983333333 36.7)
Algérie,Ouled Si Ahmed,Point(5.19166667 35.90111111)
Algérie,Sedrata,Point(7.531471 36.128447)
Algérie,Sidi Akkacha,Point(1.3 36.46666667)
Algérie,Sidi Ali Mellal,Point(1.22555556 35.56333333)
Algérie,Sidi Bakhti,Point(0.978333333 35.241111111)
Algérie,Sidi Lahcene,Point(-0.69583333 35.16333333)
Algérie,Souahlia,Point(-1.883333 35.033333)
Algérie,Tagdemt,Point(1.22727 35.33543)
Algérie,Tixter,Point(5.0798893 36.0471212)
Algérie,Bologhine,Point(3.042777777 36.805277777)
Algérie,Chorfa,Point(-0.24527778 35.43194444)
Algérie,Nador,Point(2.39305556 36.56972222)
Algérie,Illoula Oumalou,Point(4.41667 36.5833)
Algérie,Bou Saâda,Point(4.173888888 35.208333333)
Algérie,Saïda,Point(0.151666666 34.830277777)
Algérie,Tarik Ibn Ziad,Point(2.15 36.0)
Algérie,Guelta Zerka,Point(5.68777778 36.20888889)
Algérie,Guigba,Point(5.590833333 35.734166666)
Algérie,Guorriguer,Point(7.59333 35.42278)
Algérie,H'raoua,Point(3.316666666 36.766666666)
Algérie,Hassani Abdelkrim,Point(6.895 33.47722222)
Algérie,Hassi Fehal,Point(3.67416667 31.60527778)
Algérie,Naima,Point(1.4775 35.09083333)
Algérie,El Hassania,Point(1.916944444 35.946388888)
Algérie,Semaoun,Point(4.8 36.616666666)
Algérie,Relizane,Point(0.555833333 35.737222222)
Algérie,Lamtar,Point(-0.79814 35.070627)
Algérie,Bensekrane,Point(-1.216667 35.066667)
Algérie,Djemila,Point(5.73521 36.3171)
Algérie,El Idrissia,Point(2.53333333 34.45)
Algérie,El Kennar Nouchfi,Point(5.96222222 36.82416667)
Algérie,Freha,Point(4.316254 36.761991)
Algérie,Magra,Point(5.06666667 35.6)
Algérie,Makedra,Point(-0.431385 35.4409528)
Algérie,Mezloug,Point(5.3369093 36.1078201)
Algérie,Sour El Ghozlane,Point(3.69055556 36.14722222)
Algérie,Aflou,Point(2.102222222 34.112777777)
Algérie,Ouadjana,Point(5.8948904 36.7073159)
Algérie,Oued Lakhdar,Point(-1.13222222 34.87611111)
Algérie,Oued Zehour,Point(6.31555556 36.92694444)
Algérie,Ouled Atia,Point(3.694444444 35.144444444)
Algérie,Sebseb,Point(3.608333333 32.158333333)
Algérie,Tiberguent,Point(6.0397339 36.4095404)
Algérie,Mendes,Point(0.86666667 35.65)
Algérie,Terga,Point(-1.183333333 35.416666666)
Algérie,Agouni Gueghrane,Point(4.13666944 36.49240278)
Algérie,El Mechira,Point(6.231267 36.010247)
Algérie,El Mokrani,Point(3.611944444 36.425)
Algérie,M'Lili,Point(6.7069817 34.8057696)
Algérie,Tibane,Point(4.64746 36.6089)
Algérie,Rabta,Point(4.7501278 35.9227679)
Algérie,Barika,Point(5.365833333 35.388888888)
Algérie,Béni Abbès,Point(-2.1 30.08)
Algérie,El Abadia,Point(1.683333333 36.266666666)
Algérie,Tichy,Point(5.160085 36.667483)
Algérie,Sebaa Chioukh,Point(-1.35583333 35.15611111)
Algérie,Sehailia,Point(0.395277777 35.456111111)
Algérie,Sidi Djillali,Point(-1.58333333 34.46666667)
Algérie,Sidi Ouriache,Point(-1.50638889 35.18888889)
Algérie,Sidi Semiane,Point(2.063888888 36.508611111)
Algérie,El Amra,Point(1.85 36.297222222)
Algérie,Boumedfaa,Point(2.476388888 36.370277777)
Algérie,Souk El Ténine,Point(5.336066666 36.625163888)
Algérie,Taguedit,Point(3.99462 36.01759)
Algérie,Tamesguida,Point(2.6895046 36.324029)
Algérie,Tazgait,Point(0.55 36.0833)
Algérie,Teniet En Nasr,Point(4.60123 36.2315)
Algérie,Timizart,Point(4.26667 36.8)
Algérie,Tizi Gheniff,Point(3.7678 36.5891)
Algérie,Tizi N'Tleta,Point(4.05712 36.5457)
Algérie,Yabous,Point(6.64184 35.40815)
Algérie,Yakouren,Point(4.438648 36.734757)
Algérie,Taourirt Ighil,Point(4.7 36.7)
Algérie,Ouled Brahim,Point(2.93361111 36.24444444) | Point(0.47726 34.99)
Algérie,Skikda,Point(6.9 36.866666666)
Algérie,Youb,Point(-0.209444444 34.92)
Algérie,El Eulma,Point(5.69 36.152777777)
Algérie,Zanet El Beida,Point(6.085 35.778888888)
Algérie,M'Chouneche,Point(6.0 34.95)
Algérie,Sidi Okba,Point(5.9 34.75)
Algérie,Aoulef,Point(1.081111111 26.973611111)
Algérie,Messaad,Point(3.496944444 34.154166666)
Algérie,Oued Zenati,Point(7.16666667 36.31666667)
Algérie,Beni Milleuk,Point(1.716666666 36.444444444)
Algérie,El Bayadh,Point(1.019166666 33.683055555)
Algérie,Khemisti,Point(1.95 35.666666666) | Point(2.68083333 36.62583333)
Algérie,Ouled Zouaï,Point(6.50666667 35.83611111)
Algérie,Azazga,Point(4.371111111 36.745277777)
Algérie,Adekar,Point(4.666667 36.683333)
Algérie,Berrouaghia,Point(2.916666666 36.133333333)
Algérie,Boumia,Point(6.482777777 35.678333333)
Algérie,Bouzedjar,Point(-1.166944444 35.407777777)
Algérie,Bouzeguene,Point(4.4798498 36.6167048)
Algérie,Fenaïa Ilmaten,Point(4.790555555 36.671666666)
Algérie,Oued Taga,Point(6.416666666 35.433333333)
Algérie,Oum el Assel,Point(-6.978888888 28.6125)
Algérie,Seddouk,Point(4.683333333 36.55)
Algérie,Takhemaret,Point(0.6832981 35.107165)
Algérie,Tamtert,Point(-1.890277777 29.910277777)
Algérie,Hassi Khalifa,Point(6.990277777 33.562222222)
Algérie,Amizour,Point(4.90561 36.644147)
Algérie,Bouhamza,Point(4.606666666 36.489722222)
Algérie,Foum Toub,Point(6.55 35.4)
Algérie,Ouenza,Point(8.133333333 35.95)
Algérie,Sidi Aïssa,Point(3.775555555 35.886388888)
Algérie,Zeddine,Point(1.838888888 36.163888888)
Algérie,Sour,Point(0.34138889 36.00055556)
Algérie,Amoucha,Point(5.4107666 36.3880202)
Algérie,Beni Ourtilane,Point(4.9 36.433333333)
Algérie,Guidjel,Point(5.5299854 36.1184636)
Algérie,Hammam Soukhna,Point(5.80894 35.9768)
Algérie,Tabelbala,Point(-3.25 29.4)
Algérie,Roknia,Point(7.22963 36.5481) | Point(7.20978 36.74879)
Algérie,Beni Fouda,Point(5.6071472 36.2860726)
Algérie,Bou Aiche,Point(2.35868 35.55267)
Algérie,Ouled Addouane,Point(5.4745 36.3401)
Algérie,Madna,Point(0.98281 34.75303)
Algérie,Ouled Antar,Point(2.60231 35.94725)
Algérie,Chaabat El Leham,Point(-1.101111111 35.336111111)
Algérie,Tissemsilt,Point(1.810555555 35.607222222)
Algérie,Boudouaou,Point(3.4047805 36.7313191)
Algérie,Aït Boumahdi,Point(4.20003 36.5009)
Algérie,Oum Ladjoul,Point(5.9 35.93333333)
Algérie,Aïn Reggada,Point(7.07388889 36.25944444)
Algérie,Ben Freha,Point(-0.419176 35.693374)
Algérie,El Ouata,Point(-1.833333333 29.866666666)
Algérie,Settara,Point(6.3355064 36.7195539)
Algérie,Tindouf,Point(-8.128611111 27.675277777)
Algérie,Aïn Arnat,Point(5.31666667 36.18333333)
Algérie,Belouizdad,Point(3.077777777 36.744444444)
Algérie,El Anceur,Point(4.816666666 36.041666666)
Algérie,Bir Mourad Raïs,Point(3.05 36.739444444)
Algérie,Ouargla,Point(5.316666666 31.95)
Algérie,Sidi Bel Abbès,Point(-0.633333333 35.2)
Algérie,Aïn Oussara,Point(2.904444444 35.448888888)
Algérie,Hassi Bahbah,Point(3.029722222 35.070833333)
Algérie,Mohammadia,Point(0.06666667 35.58333333) | Point(3.13333333 36.73333333)
Algérie,Taglait,Point(4.99974 35.77164)
Algérie,El Aouinet,Point(7.88333333 35.86666667)
Algérie,Sidi Bouzid,Point(2.261388888 34.342777777)
Algérie,Ouled Maallah,Point(0.59191 36.0068)
Algérie,Ouled Saïd,Point(-0.083333333 29.416666666)
Algérie,Oued Sefioun,Point(-0.09333333 34.99611111)
Algérie,Sidi Boutouchent,Point(1.95138889 35.82527778)
Algérie,Bouda,Point(-0.433333333 28.016666666)
Algérie,Sebaa,Point(-0.175 28.211944444)
Algérie,Chir,Point(6.098055555 35.212777777)
Algérie,Ichmoul,Point(6.508888888 35.310694444)
Algérie,Beni Oulbane,Point(6.63888 36.62683)
Algérie,Lazharia,Point(1.55999 35.93729)
Algérie,Ouled Sellam,Point(5.882222222 35.825555555)
Algérie,Larbaâ Nath Irathen,Point(4.20666667 36.63666667)
Algérie,Merdja Sidi Abed,Point(1.01027778 36.00333333)
Algérie,Bouti Sayah,Point(3.69416667 35.64222222) | Point(3.6943674 35.6423707)
Algérie,Baraki,Point(3.09162 36.6662)
Algérie,Ras El Aioun,Point(5.65333333 35.675)
Algérie,Aïn Témouchent,Point(-1.14 35.304444444)
Algérie,Ouled Abbes,Point(1.48333333 36.21666667)
Algérie,Aïn Adden,Point(-0.26138889 35.32944444)
Algérie,Aïn Youcef,Point(-1.36666667 35.05)
Algérie,Azaïls,Point(-1.47294 34.680017)
Algérie,Bathia,Point(1.839166666 35.916111111)
Algérie,Beni Ksila,Point(4.661944444 36.8825)
Algérie,Boudjebaa El Bordj,Point(-0.324633 35.351256)
Algérie,Boukhelifa,Point(5.087222222 36.614444444)
Algérie,Bouraoui Belhadef,Point(6.1020255 36.6988253)
Algérie,Boussemghoun,Point(0.016666666 32.866666666)
Algérie,Chentouf,Point(-1.029444444 35.303611111)
Algérie,Djelida,Point(2.083333333 36.2)
Algérie,Djemaa Beni Habibi,Point(6.1235 36.8075)
Algérie,Douera,Point(2.95 36.666666666)
Algérie,El Maine,Point(1.75833333 36.05083333)
Algérie,Faidja,Point(1.705555555 35.102777777)
Algérie,Hassasna,Point(-0.987222222 35.272222222)
Algérie,Kanoua,Point(6.405555555 37.0375)
Algérie,Medrissa,Point(1.2399101 34.8958576)
Algérie,Meghila,Point(1.35099 35.61972)
Algérie,Oued Cheham,Point(7.76666667 36.38333333)
Algérie,Oued Sabah,Point(-0.811388888 35.3725)
Algérie,Oum Toub,Point(6.56666667 36.68333333)
Algérie,Serghine,Point(2.50768 35.27075)
Algérie,Sidi Hosni,Point(1.51666667 35.46666667)
Algérie,Sidi Yacoub,Point(-0.78333333 35.13333333)
Algérie,Soumaa,Point(2.90528 36.51833)
Algérie,Taoudmout,Point(-0.1101637 34.5876442)
Algérie,Zerouala,Point(-0.5221939 35.2423245)
Algérie,Belaas,Point(1.8512 35.9821)
Algérie,In Zghmir,Point(-0.120555555 27.093888888)
Algérie,Aïn Benian (Alger),Point(2.92166667 36.80305556)
Algérie,Aïn El Kerma,Point(-0.97583333 35.64888889)
Algérie,Aïn El Orak,Point(0.73853 33.4101)
Algérie,Aïn Makhlouf,Point(7.25083333 36.24333333)
Algérie,Aïn Roua,Point(5.18055556 36.33444444)
Algérie,Aïn Sidi Ali,Point(1.54166667 34.15694444)
Algérie,Amarnas,Point(-0.622787 35.135422)
Algérie,Amira Arrès,Point(6.065277777 36.5375)
Algérie,Babor (Sétif),Point(5.5399 36.4904)
Algérie,Bachdjerrah,Point(3.118229 36.721721)
Algérie,Belaiba,Point(5.15422 35.52797)
Algérie,Ben Aknoun,Point(3.0 36.75)
Algérie,Beni Mered,Point(2.861666666 36.523333333)
Algérie,Beni Messous,Point(2.983333333 36.783333333)
Algérie,Beni Mezline,Point(7.603097 36.4809322)
Algérie,Benzouh,Point(4.0237427 35.4231543)
Algérie,Abalessa,Point(4.847222222 22.89)
Algérie,Lemsane,Point(5.796666666 35.656111111)
Algérie,Houari Boumédiène,Point(7.28611111 36.41611111)
Algérie,Aïn El Hadjel,Point(3.88166667 35.67388889)
Algérie,Aïn Tallout,Point(-0.954444444 34.923888888)
Algérie,Ath Mansour,Point(4.301147 36.330823)
Algérie,Bénairia,Point(1.375 36.356111)
Algérie,Beni Bechir,Point(6.933333 36.783333)
Algérie,Beni Haoua,Point(1.566667 36.533333)
Algérie,Beni Ounif,Point(-1.25 32.05)
Algérie,Boghni,Point(3.95233 36.54371)
Algérie,Bouhlou,Point(1.73333 36.4333)
Algérie,Boukhadra,Point(8.032379 35.744562)
Algérie,Boumahra Ahmed,Point(7.5149488 36.4600531)
Algérie,Cheguig,Point(1.22814 34.16897)
Algérie,Chekfa,Point(5.9595251 36.771308)
Algérie,Cheraia,Point(6.5128756 37.0018329)
Algérie,Chetaïbi,Point(7.3803 37.0661)
Algérie,Chigara,Point(6.22238 36.56008)
Algérie,Djebilet Rosfa,Point(0.835 34.86416667)
Algérie,El Assafia,Point(2.98333333 33.83333333)
Algérie,El Hadjadj,Point(1.378333333 36.015833333)
Algérie,El Kseur,Point(4.852222222 36.684444444)
Algérie,El Malah,Point(-1.094444444 35.388333333)
Algérie,Hamadi Krouma,Point(6.930555555 36.846388888)
Algérie,Hassi Dahou,Point(-0.54277778 35.07194444)
Algérie,Mekhatria,Point(1.959722222 36.3025)
Algérie,Merine,Point(-0.4510403 34.7807472)
Algérie,Moulay Slissen,Point(-0.76666667 34.81666667)
Algérie,Oued Lilli,Point(1.27138889 35.51194444)
Algérie,Oued Sebaa,Point(-0.70888889 34.58666667)
Algérie,Ouled Kihal,Point(-1.235555555 35.368611111)
Algérie,Rouissat,Point(5.3354073 31.936576)
Algérie,Sidi M'Hamed,Point(3.05861111 36.7575) | Point(4.28583333 34.73583333)
Algérie,Tidda,Point(1.266239 35.582414)
Algérie,Tizi N'Bechar,Point(5.36 36.4311)
Algérie,Tousmouline,Point(0.308733 33.6515655)
Algérie,Zaarouria,Point(7.9577065 36.2272079)
Algérie,Zmalet El Emir Abdelkader,Point(2.30998 34.8934)
Algérie,Bordj Omar Driss,Point(6.825555555 28.146388888)
Algérie,Boucaid,Point(1.61978 35.89026)
Algérie,Boucif Ouled Askeur,Point(6.0191886 36.6427037)
Algérie,Boughezoul,Point(2.84779 35.6997)
Algérie,Bougtob,Point(0.0892639 34.0424186)
Algérie,Cheniguel,Point(3.566666666 35.922222222)
Algérie,Chihani,Point(7.77566 36.646936)
Algérie,Ghazaouet,Point(-1.86038017 35.09385828)
Algérie,Aïn M'lila,Point(6.571944444 36.036666666)
Algérie,Souani,Point(-1.9162718 34.9212181)
Algérie,Derrahi Bousselah,Point(5.927777777 36.3125)
Algérie,Djemorah,Point(5.8442116 35.0695559)
Algérie,El Omaria,Point(3.03333333 36.26666667)
Algérie,Hassi R'Mel,Point(3.271 32.928)
Algérie,Iferhounène,Point(4.37012 36.533754)
Algérie,Mechroha,Point(7.83333333 36.35) | Point(7.835441 36.357232)
Algérie,Merouana,Point(5.911666666 35.628611111)
Algérie,Oued Morra,Point(2.31666667 34.16666667)
Algérie,Oum El Adhaim,Point(7.6025 36.03388889)
Algérie,El Amria,Point(-1.016666666 35.533333333)
Algérie,Tiffech,Point(7.786111111 36.191666666)
Algérie,Melbou,Point(5.360833333 36.639722222)
Algérie,Tiberkanine,Point(1.627222222 36.174444444)
Algérie,Mascara,Point(0.133333333 35.4)
Algérie,Cheria,Point(7.7519703 35.2703595)
Algérie,Hacine,Point(-0.0059652 35.4599708)
Algérie,Douar El Ma,Point(7.686111111 33.372222222)
Algérie,Draa Kebila,Point(4.99555556 36.43638889)
Algérie,Ech Chaïba,Point(4.92218 34.8408)
Algérie,El Bnoud,Point(0.244381 32.3121)
Algérie,El Bouihi,Point(-1.63444444 34.23916667)
Algérie,El Guerrara,Point(4.49222222 32.79027778)
Algérie,El Hamel,Point(4.08333333 35.13333333)
Algérie,El Kharrouba,Point(3.406388888 36.657777777)
Algérie,El Menaouer,Point(0.371388888 35.540277777)
Algérie,El Ouinet,Point(3.03555556 35.89388889)
Algérie,Fenoughil,Point(-0.305555555 27.602777777)
